"abbrev","fips","sector","year","ft_gp","ft_ug","pt_gp","pt_ug","tot_gp","tot_ug","tot_all"
"MN",27,4,"1997",0,43347,0,44178,0,87525,87525
"MN",27,4,"1998",0,39475,0,42667,0,82142,82142
"MN",27,4,"1999",0,45105,0,50524,0,95629,95629
"MN",27,4,"2000",0,45714,0,55163,0,100877,100877
"MN",27,4,"2001",0,48635,0,55105,0,103740,103740
"MN",27,4,"2002",0,52359,0,55854,0,108213,108213
"MN",27,4,"2003",0,55854,0,57716,0,113570,113570
"MN",27,4,"2004",0,55887,0,56904,0,112791,112791
"MN",27,4,"2005",0,55398,0,56907,0,112305,112305
"MN",27,4,"2006",0,55654,0,59167,0,114821,114821
"MN",27,4,"2007",0,57995,0,61574,0,119569,119569
"MN",27,4,"2008",0,58267,0,65744,0,124011,124011
"MN",27,4,"2009",0,65250,0,69208,0,134458,134458
"MN",27,4,"2010",0,65406,0,72835,0,138241,138241
"MN",27,4,"2011",0,59683,0,75678,0,135361,135361
"MN",27,4,"2012",0,57581,0,77553,0,135134,135134
"MN",27,4,"2013",0,54917,0,75479,0,130396,130396
"MN",27,4,"2014",0,51306,0,74049,0,125355,125355
"MS",28,4,"1980",0,23952,0,10070,0,34022,34022
"MS",28,4,"1984",0,27606,0,11370,0,38976,38976
"MS",28,4,"1985",0,26626,0,10001,0,36627,36627
"MS",28,4,"1986",0,25053,0,8861,0,33914,33914
"MS",28,4,"1987",0,29784,0,12733,0,42517,42517
"MS",28,4,"1988",0,34152,0,12089,0,46241,46241
"MS",28,4,"1989",0,31818,0,14032,0,45850,45850
"MS",28,4,"1990",0,34549,0,15236,0,49785,49785
"MS",28,4,"1991",0,35237,0,15342,0,50579,50579
"MS",28,4,"1992",0,35239,0,15607,0,50846,50846
"MS",28,4,"1993",0,36031,0,15028,0,51059,51059
"MS",28,4,"1994",0,35080,0,15133,0,50213,50213
"MS",28,4,"1995",0,35749,0,15354,0,51103,51103
"MS",28,4,"1996",0,36720,0,16887,0,53607,53607
"MS",28,4,"1997",0,37829,0,18295,0,56124,56124
"MS",28,4,"1998",0,39310,0,18412,0,57722,57722
"MS",28,4,"1999",0,39060,0,18995,0,58055,58055
"MS",28,4,"2000",0,39589,0,20993,0,60582,60582
"MS",28,4,"2001",0,43905,0,15207,0,59112,59112
"MS",28,4,"2002",0,46024,0,20240,0,66264,66264
"MS",28,4,"2003",0,48327,0,17736,0,66063,66063
"MS",28,4,"2004",0,47863,0,19527,0,67390,67390
"MS",28,4,"2005",0,46607,0,18883,0,65490,65490
"MS",28,4,"2006",0,47255,0,19113,0,66368,66368
"MS",28,4,"2007",0,49663,0,19111,0,68774,68774
"MS",28,4,"2008",0,52698,0,20367,0,73065,73065
"MS",28,4,"2009",0,60048,0,21750,0,81798,81798
"MS",28,4,"2010",0,63150,0,21465,0,84615,84615
"MS",28,4,"2011",0,58750,0,23166,0,81916,81916
"MS",28,4,"2012",0,56974,0,20586,0,77560,77560
"MS",28,4,"2013",0,55036,0,20172,0,75208,75208
"MS",28,4,"2014",0,52129,0,20855,0,72984,72984
"MO",29,4,"1980",0,9072,0,9820,0,18892,18892
"MO",29,4,"1984",0,10081,0,15725,0,25806,25806
"MO",29,4,"1985",0,9150,0,13178,0,22328,22328
"MO",29,4,"1986",0,10836,0,17628,0,28464,28464
"MO",29,4,"1987",0,12218,0,17606,0,29824,29824
"MO",29,4,"1988",0,19231,0,37638,0,56869,56869
"MO",29,4,"1989",0,21401,0,41402,0,62803,62803
"MO",29,4,"1990",0,22815,0,42878,0,65693,65693
"MO",29,4,"1991",0,23959,0,44517,0,68476,68476
"MO",29,4,"1992",0,24721,0,44617,0,69338,69338
"MO",29,4,"1993",0,17967,0,28148,0,46115,46115
"MO",29,4,"1994",0,16948,0,26633,0,43581,43581
"MO",29,4,"1995",0,16189,0,26789,0,42978,42978
"MO",29,4,"1996",0,16890,0,27282,0,44172,44172
"MO",29,4,"1997",0,17948,0,28119,0,46067,46067
"MO",29,4,"1998",0,18763,0,28191,0,46954,46954
"MO",29,4,"1999",0,20126,0,29398,0,49524,49524
"MO",29,4,"2000",0,20583,0,30302,0,50885,50885
"MO",29,4,"2001",0,22743,0,29820,0,52563,52563
"MO",29,4,"2002",0,24951,0,30250,0,55201,55201
"MO",29,4,"2003",0,26986,0,29155,0,56141,56141
"MO",29,4,"2004",0,27421,0,28475,0,55896,55896
"MO",29,4,"2005",0,27289,0,29316,0,56605,56605
"MO",29,4,"2006",0,27982,0,29384,0,57366,57366
"MO",29,4,"2007",0,30027,0,29912,0,59939,59939
"MO",29,4,"2008",0,31014,0,31347,0,62361,62361
"MO",29,4,"2009",0,36789,0,34879,0,71668,71668
"MO",29,4,"2010",0,40159,0,36799,0,76958,76958
"MO",29,4,"2011",0,49072,0,49925,0,98997,98997
"MO",29,4,"2012",0,51431,0,58207,0,109638,109638
"MO",29,4,"2013",0,50127,0,55864,0,105991,105991
"MO",29,4,"2014",0,46499,0,53715,0,100214,100214
"MT",30,4,"1980",0,1125,0,1573,0,2698,2698
"MT",30,4,"1984",0,1285,0,2392,0,3677,3677
"MT",30,4,"1985",0,1357,0,1749,0,3106,3106
"MT",30,4,"1986",0,2473,0,2856,0,5329,5329
"MT",30,4,"1987",0,2792,0,3653,0,6445,6445
"MT",30,4,"1988",0,2802,0,2995,0,5797,5797
"MT",30,4,"1989",0,3900,0,2627,0,6527,6527
"MT",30,4,"1990",0,2710,0,2710,0,5420,5420
"MT",30,4,"1991",0,3339,0,2272,0,5611,5611
"MT",30,4,"1992",0,3524,0,2404,0,5928,5928
"MT",30,4,"1993",0,3660,0,2271,0,5931,5931
"MT",30,4,"1994",0,3609,0,2216,0,5825,5825
"MT",30,4,"1995",0,3565,0,2550,0,6115,6115
"MT",30,4,"1996",0,3576,0,2718,0,6294,6294
"MT",30,4,"1997",0,3641,0,2906,0,6547,6547
"MT",30,4,"1998",0,3553,0,3042,0,6595,6595
"MT",30,4,"1999",0,3478,0,3265,0,6743,6743
"MT",30,4,"2000",0,2843,0,2449,0,5292,5292
"MT",30,4,"2001",0,3709,0,3031,0,6740,6740
"MT",30,4,"2002",0,3808,0,2964,0,6772,6772
"MT",30,4,"2003",0,4364,0,3512,0,7876,7876
"MT",30,4,"2004",0,4317,0,3363,0,7680,7680
"MT",30,4,"2005",0,4108,0,3986,0,8094,8094
"MT",30,4,"2006",0,3939,0,3817,0,7756,7756
"MT",30,4,"2007",0,3963,0,4159,0,8122,8122
"MT",30,4,"2008",0,4232,0,4038,0,8270,8270
"MT",30,4,"2009",0,5243,0,4383,0,9626,9626
"MT",30,4,"2010",0,5300,0,3900,0,9200,9200
"MT",30,4,"2011",0,5220,0,4349,0,9569,9569
"MT",30,4,"2012",0,4827,0,4415,0,9242,9242
"MT",30,4,"2013",0,4601,0,4105,0,8706,8706
"MT",30,4,"2014",0,4309,0,4323,0,8632,8632
"NE",31,4,"1980",0,4207,0,8667,0,12874,12874
"NE",31,4,"1984",0,5050,0,14261,0,19311,19311
"NE",31,4,"1985",0,5027,0,10021,0,15048,15048
"NE",31,4,"1986",0,6560,0,11217,0,17777,17777
"NE",31,4,"1987",0,5185,0,14326,0,19511,19511
"NE",31,4,"1988",0,5227,0,11416,0,16643,16643
"NE",31,4,"1989",0,5690,0,15649,0,21339,21339
"NE",31,4,"1990",0,6987,0,22362,0,29349,29349
"NE",31,4,"1991",0,7505,0,22055,0,29560,29560
"NE",31,4,"1992",0,8035,0,23356,0,31391,31391
"NE",31,4,"1993",0,8487,0,24443,0,32930,32930
"NE",31,4,"1994",0,9988,0,24948,0,34936,34936
"NE",31,4,"1995",0,9595,0,25395,0,34990,34990
"NE",31,4,"1996",0,11497,0,28026,0,39523,39523
"NE",31,4,"1997",0,11245,0,20610,0,31855,31855
"NE",31,4,"1998",0,11857,0,21227,0,33084,33084
"NE",31,4,"1999",0,13359,0,22223,0,35582,35582
"NE",31,4,"2000",0,13378,0,22473,0,35851,35851
"NE",31,4,"2001",0,14176,0,21853,0,36029,36029
"NE",31,4,"2002",0,15302,0,22655,0,37957,37957
"NE",31,4,"2003",0,16372,0,23608,0,39980,39980
"NE",31,4,"2004",0,17112,0,23531,0,40643,40643
"NE",31,4,"2005",0,16983,0,23237,0,40220,40220
"NE",31,4,"2006",0,16919,0,23912,0,40831,40831
"NE",31,4,"2007",0,16247,0,25204,0,41451,41451
"NE",31,4,"2008",0,17329,0,26198,0,43527,43527
"NE",31,4,"2009",0,21124,0,25583,0,46707,46707
"NE",31,4,"2010",0,21110,0,28501,0,49611,49611
"NE",31,4,"2011",0,21005,0,27033,0,48038,48038
"NE",31,4,"2012",0,18999,0,26381,0,45380,45380
"NE",31,4,"2013",0,17453,0,25051,0,42504,42504
"NE",31,4,"2014",0,16294,0,23694,0,39988,39988
"NV",32,4,"1980",0,319,0,3382,0,3701,3701
"NV",32,4,"1984",0,777,0,6653,0,7430,7430
"NV",32,4,"1985",0,866,0,6567,0,7433,7433
"NV",32,4,"1986",0,878,0,6810,0,7688,7688
"NV",32,4,"1987",0,862,0,7193,0,8055,8055
"NV",32,4,"1988",0,1116,0,7890,0,9006,9006
"NV",32,4,"1989",0,1013,0,8118,0,9131,9131
"NV",32,4,"1990",0,1153,0,8584,0,9737,9737
"NV",32,4,"1991",0,1359,0,8078,0,9437,9437
"NV",32,4,"1992",0,1376,0,6694,0,8070,8070
"NV",32,4,"1993",0,1375,0,7504,0,8879,8879
"NV",32,4,"1994",0,1363,0,6983,0,8346,8346
"NV",32,4,"1995",0,1293,0,7407,0,8700,8700
"NV",32,4,"1996",0,1381,0,7761,0,9142,9142
"NV",32,4,"1997",0,1588,0,7545,0,9133,9133
"NV",32,4,"1998",0,1755,0,7696,0,9451,9451
"NV",32,4,"1999",0,1913,0,8074,0,9987,9987
"NV",32,4,"2000",0,1929,0,8001,0,9930,9930
"NV",32,4,"2001",0,1963,0,7734,0,9697,9697
"NV",32,4,"2002",0,2269,0,8015,0,10284,10284
"NV",32,4,"2003",0,2388,0,8257,0,10645,10645
"NV",32,4,"2004",0,2671,0,8503,0,11174,11174
"NV",32,4,"2005",0,2914,0,8517,0,11431,11431
"NV",32,4,"2006",0,2847,0,8709,0,11556,11556
"NV",32,4,"2007",0,3015,0,9151,0,12166,12166
"NV",32,4,"2008",0,3296,0,9196,0,12492,12492
"NV",32,4,"2009",0,3833,0,9109,0,12942,12942
"NV",32,4,"2010",0,3530,0,9057,0,12587,12587
"NV",32,4,"2011",0,2768,0,8363,0,11131,11131
"NV",32,4,"2012",0,2856,0,8747,0,11603,11603
"NV",32,4,"2013",0,2905,0,8299,0,11204,11204
"NV",32,4,"2014",0,2823,0,8283,0,11106,11106
"NH",33,4,"1980",0,2593,0,490,0,3083,3083
"NH",33,4,"1984",0,2549,0,3590,0,6139,6139
"NH",33,4,"1985",0,2346,0,733,0,3079,3079
"NH",33,4,"1986",0,2140,0,4082,0,6222,6222
"NH",33,4,"1987",0,2142,0,5164,0,7306,7306
"NH",33,4,"1988",0,2496,0,4181,0,6677,6677
"NH",33,4,"1989",0,2524,0,5677,0,8201,8201
"NH",33,4,"1990",0,3205,0,5159,0,8364,8364
"NH",33,4,"1991",0,3427,0,5135,0,8562,8562
"NH",33,4,"1992",0,3402,0,5855,0,9257,9257
"NH",33,4,"1993",0,3234,0,6200,0,9434,9434
"NH",33,4,"1994",0,3180,0,5493,0,8673,8673
"NH",33,4,"1995",0,2892,0,6680,0,9572,9572
"NH",33,4,"1996",0,2886,0,6932,0,9818,9818
"NH",33,4,"1997",0,2822,0,6450,0,9272,9272
"NH",33,4,"1998",0,2553,0,4604,0,7157,7157
"NH",33,4,"1999",0,2838,0,6721,0,9559,9559
"NH",33,4,"2000",0,2897,0,7583,0,10480,10480
"NH",33,4,"2001",0,3212,0,8100,0,11312,11312
"NH",33,4,"2002",0,3599,0,10547,0,14146,14146
"NH",33,4,"2003",0,4037,0,10076,0,14113,14113
"NH",33,4,"2004",0,4147,0,9241,0,13388,13388
"NH",33,4,"2005",0,4111,0,9639,0,13750,13750
"NH",33,4,"2006",0,4309,0,8970,0,13279,13279
"NH",33,4,"2007",0,4713,0,8011,0,12724,12724
"NH",33,4,"2008",0,4939,0,7944,0,12883,12883
"NH",33,4,"2009",0,5673,0,8178,0,13851,13851
"NH",33,4,"2010",0,6273,0,8636,0,14909,14909
"NH",33,4,"2011",0,5403,0,8932,0,14335,14335
"NH",33,4,"2012",0,5235,0,9412,0,14647,14647
"NH",33,4,"2013",0,5153,0,9502,0,14655,14655
"NH",33,4,"2014",0,5261,0,9778,0,15039,15039
"NJ",34,4,"1980",0,38431,0,39441,0,77872,77872
"NJ",34,4,"1984",0,40507,0,68792,0,109299,109299
"NJ",34,4,"1985",0,37006,0,48757,0,85763,85763
"NJ",34,4,"1986",0,36401,0,68004,0,104405,104405
"NJ",34,4,"1987",0,36849,0,66700,0,103549,103549
"NJ",34,4,"1988",0,39234,0,71410,0,110644,110644
"NJ",34,4,"1989",0,42397,0,76046,0,118443,118443
"NJ",34,4,"1990",0,45570,0,78340,0,123910,123910
"NJ",34,4,"1991",0,49477,0,83122,0,132599,132599
"NJ",34,4,"1992",0,52572,0,86141,0,138713,138713
"NJ",34,4,"1993",0,54916,0,85054,0,139970,139970
"NJ",34,4,"1994",0,54679,0,81087,0,135766,135766
"NJ",34,4,"1995",0,54862,0,78378,0,133240,133240
"NJ",34,4,"1996",0,54053,0,73050,0,127103,127103
"NJ",34,4,"1997",0,53323,0,69265,0,122588,122588
"NJ",34,4,"1998",0,53643,0,67471,0,121114,121114
"NJ",34,4,"1999",0,55006,0,68118,0,123124,123124
"NJ",34,4,"2000",0,56509,0,68076,0,124585,124585
"NJ",34,4,"2001",0,59921,0,69998,0,129919,129919
"NJ",34,4,"2002",0,66067,0,72857,0,138924,138924
"NJ",34,4,"2003",0,69768,0,76082,0,145850,145850
"NJ",34,4,"2004",0,72986,0,79057,0,152043,152043
"NJ",34,4,"2005",0,73931,0,77954,0,151885,151885
"NJ",34,4,"2006",0,77392,0,76693,0,154085,154085
"NJ",34,4,"2007",0,80955,0,77375,0,158330,158330
"NJ",34,4,"2008",0,86186,0,78050,0,164236,164236
"NJ",34,4,"2009",0,96860,0,80313,0,177173,177173
"NJ",34,4,"2010",0,98182,0,82224,0,180406,180406
"NJ",34,4,"2011",0,93335,0,83417,0,176752,176752
"NJ",34,4,"2012",0,89038,0,83750,0,172788,172788
"NJ",34,4,"2013",0,86321,0,81259,0,167580,167580
"NJ",34,4,"2014",0,81524,0,81313,0,162837,162837
"NM",35,4,"1980",0,3179,0,3005,0,6184,6184
"NM",35,4,"1984",0,3912,0,8745,0,12657,12657
"NM",35,4,"1985",0,3430,0,5496,0,8926,8926
"NM",35,4,"1986",0,7636,0,23528,0,31164,31164
"NM",35,4,"1987",0,8102,0,24273,0,32375,32375
"NM",35,4,"1988",0,10007,0,19476,0,29483,29483
"NM",35,4,"1989",0,10629,0,20839,0,31468,31468
"NM",35,4,"1990",0,11459,0,23598,0,35057,35057
"NM",35,4,"1991",0,13119,0,27747,0,40866,40866
"NM",35,4,"1992",0,13706,0,29913,0,43619,43619
"NM",35,4,"1993",0,14677,0,31363,0,46040,46040
"NM",35,4,"1994",0,14562,0,32153,0,46715,46715
"NM",35,4,"1995",0,15239,0,33056,0,48295,48295
"NM",35,4,"1996",0,15352,0,33987,0,49339,49339
"NM",35,4,"1997",0,16431,0,33000,0,49431,49431
"NM",35,4,"1998",0,17186,0,32483,0,49669,49669
"NM",35,4,"1999",0,17899,0,32362,0,50261,50261
"NM",35,4,"2000",0,17538,0,33407,0,50945,50945
"NM",35,4,"2001",0,18472,0,34279,0,52751,52751
"NM",35,4,"2002",0,20308,0,37687,0,57995,57995
"NM",35,4,"2003",0,21428,0,39889,0,61317,61317
"NM",35,4,"2004",0,21866,0,42080,0,63946,63946
"NM",35,4,"2005",0,21812,0,41992,0,63804,63804
"NM",35,4,"2006",0,21239,0,43171,0,64410,64410
"NM",35,4,"2007",0,21711,0,45796,0,67507,67507
"NM",35,4,"2008",0,23167,0,51457,0,74624,74624
"NM",35,4,"2009",0,27181,0,54323,0,81504,81504
"NM",35,4,"2010",0,29981,0,55958,0,85939,85939
"NM",35,4,"2011",0,29828,0,53362,0,83190,83190
"NM",35,4,"2012",0,29031,0,52088,0,81119,81119
"NM",35,4,"2013",0,28100,0,51634,0,79734,79734
"NM",35,4,"2014",0,24906,0,50691,0,75597,75597
"NY",36,4,"1980",0,97169,0,48105,0,145274,145274
"NY",36,4,"1984",0,102023,0,85683,0,187706,187706
"NY",36,4,"1985",0,98252,0,58580,0,156832,156832
"NY",36,4,"1986",0,102825,0,92650,0,195475,195475
"NY",36,4,"1987",0,95942,0,88140,0,184082,184082
"NY",36,4,"1988",0,97896,0,91292,0,189188,189188
"NY",36,4,"1989",0,101404,0,96832,0,198236,198236
"NY",36,4,"1990",0,106182,0,101306,0,207488,207488
"NY",36,4,"1991",0,110763,0,101484,0,212247,212247
"NY",36,4,"1992",0,113459,0,105207,0,218666,218666
"NY",36,4,"1993",0,117649,0,102951,0,220600,220600
"NY",36,4,"1994",0,116728,0,100117,0,216845,216845
"NY",36,4,"1995",0,114020,0,98781,0,212801,212801
"NY",36,4,"1996",0,112385,0,93865,0,206250,206250
"NY",36,4,"1997",0,112833,0,91955,0,204788,204788
"NY",36,4,"1998",0,110433,0,94913,0,205346,205346
"NY",36,4,"1999",0,110721,0,92296,0,203017,203017
"NY",36,4,"2000",0,111405,0,94404,0,205809,205809
"NY",36,4,"2001",0,131101,0,110853,0,241954,241954
"NY",36,4,"2002",0,144515,0,111575,0,256090,256090
"NY",36,4,"2003",0,149751,0,114683,0,264434,264434
"NY",36,4,"2004",0,154942,0,117786,0,272728,272728
"NY",36,4,"2005",0,154337,0,117455,0,271792,271792
"NY",36,4,"2006",0,155360,0,117991,0,273351,273351
"NY",36,4,"2007",0,161637,0,119861,0,281498,281498
"NY",36,4,"2008",0,169673,0,123245,0,292918,292918
"NY",36,4,"2009",0,191182,0,126288,0,317470,317470
"NY",36,4,"2010",0,198437,0,130607,0,329044,329044
"NY",36,4,"2011",0,193363,0,142191,0,335554,335554
"NY",36,4,"2012",0,187982,0,141717,0,329699,329699
"NY",36,4,"2013",0,186832,0,141137,0,327969,327969
"NY",36,4,"2014",0,181584,0,142755,0,324339,324339
"NC",37,4,"1980",0,49092,0,33011,0,82103,82103
"NC",37,4,"1984",0,46674,0,76814,0,123488,123488
"NC",37,4,"1985",0,44469,0,52999,0,97468,97468
"NC",37,4,"1986",0,48221,0,81055,0,129276,129276
"NC",37,4,"1987",0,47385,0,76258,0,123643,123643
"NC",37,4,"1988",0,49386,0,77712,0,127098,127098
"NC",37,4,"1989",0,53760,0,78903,0,132663,132663
"NC",37,4,"1990",0,56127,0,80669,0,136796,136796
"NC",37,4,"1991",0,60580,0,92675,0,153255,153255
"NC",37,4,"1992",0,63607,0,95420,0,159027,159027
"NC",37,4,"1993",0,63103,0,84917,0,148020,148020
"NC",37,4,"1994",0,63739,0,83585,0,147324,147324
"NC",37,4,"1995",0,63588,0,82200,0,145788,145788
"NC",37,4,"1996",0,64724,0,81793,0,146517,146517
"NC",37,4,"1997",0,55476,0,87652,0,143128,143128
"NC",37,4,"1998",0,62137,0,94549,0,156686,156686
"NC",37,4,"1999",0,65692,0,96499,0,162191,162191
"NC",37,4,"2000",0,61873,0,104898,0,166771,166771
"NC",37,4,"2001",0,73338,0,107665,0,181003,181003
"NC",37,4,"2002",0,79651,0,111352,0,191003,191003
"NC",37,4,"2003",0,85946,0,114545,0,200491,200491
"NC",37,4,"2004",0,81037,0,118626,0,199663,199663
"NC",37,4,"2005",0,80837,0,119797,0,200634,200634
"NC",37,4,"2006",0,77174,0,126654,0,203828,203828
"NC",37,4,"2007",0,75499,0,126326,0,201825,201825
"NC",37,4,"2008",0,82187,0,137238,0,219425,219425
"NC",37,4,"2009",0,103107,0,144302,0,247409,247409
"NC",37,4,"2010",0,110548,0,142929,0,253477,253477
"NC",37,4,"2011",0,106820,0,144006,0,250826,250826
"NC",37,4,"2012",0,105187,0,139894,0,245081,245081
"NC",37,4,"2013",0,100357,0,139759,0,240116,240116
"NC",37,4,"2014",0,94965,0,138375,0,233340,233340
"ND",38,4,"1980",0,4539,0,427,0,4966,4966
"ND",38,4,"1984",0,4146,0,873,0,5019,5019
"ND",38,4,"1985",0,3916,0,562,0,4478,4478
"ND",38,4,"1986",0,3622,0,1052,0,4674,4674
"ND",38,4,"1987",0,3390,0,980,0,4370,4370
"ND",38,4,"1988",0,3428,0,1075,0,4503,4503
"ND",38,4,"1989",0,3575,0,917,0,4492,4492
"ND",38,4,"1990",0,3374,0,1069,0,4443,4443
"ND",38,4,"1991",0,3349,0,1087,0,4436,4436
"ND",38,4,"1992",0,3445,0,1263,0,4708,4708
"ND",38,4,"1993",0,3449,0,1339,0,4788,4788
"ND",38,4,"1994",0,3556,0,1395,0,4951,4951
"ND",38,4,"1995",0,3720,0,1342,0,5062,5062
"ND",38,4,"1996",0,3769,0,1360,0,5129,5129
"ND",38,4,"1997",0,3738,0,1239,0,4977,4977
"ND",38,4,"1998",0,3668,0,1180,0,4848,4848
"ND",38,4,"1999",0,3602,0,1234,0,4836,4836
"ND",38,4,"2000",0,3299,0,1321,0,4620,4620
"ND",38,4,"2001",0,3214,0,1700,0,4914,4914
"ND",38,4,"2002",0,3335,0,1983,0,5318,5318
"ND",38,4,"2003",0,3463,0,2160,0,5623,5623
"ND",38,4,"2004",0,3388,0,2292,0,5680,5680
"ND",38,4,"2005",0,3257,0,2339,0,5596,5596
"ND",38,4,"2006",0,3150,0,2596,0,5746,5746
"ND",38,4,"2007",0,3018,0,2514,0,5532,5532
"ND",38,4,"2008",0,2987,0,3088,0,6075,6075
"ND",38,4,"2009",0,2989,0,3311,0,6300,6300
"ND",38,4,"2010",0,3171,0,3625,0,6796,6796
"ND",38,4,"2011",0,3272,0,3935,0,7207,7207
"ND",38,4,"2012",0,3252,0,3616,0,6868,6868
"ND",38,4,"2013",0,3154,0,3868,0,7022,7022
"ND",38,4,"2014",0,3143,0,3699,0,6842,6842
"OH",39,4,"1980",0,34089,0,64471,0,98560,98560
"OH",39,4,"1984",0,38456,0,66850,0,105306,105306
"OH",39,4,"1985",0,34372,0,59122,0,93494,93494
"OH",39,4,"1986",0,34935,0,66842,0,101777,101777
"OH",39,4,"1987",0,34744,0,68707,0,103451,103451
"OH",39,4,"1988",0,36236,0,70502,0,106738,106738
"OH",39,4,"1989",0,38882,0,73696,0,112578,112578
"OH",39,4,"1990",0,42802,0,79163,0,121965,121965
"OH",39,4,"1991",0,47521,0,81475,0,128996,128996
"OH",39,4,"1992",0,52220,0,84238,0,136458,136458
"OH",39,4,"1993",0,52088,0,83668,0,135756,135756
"OH",39,4,"1994",0,50354,0,86283,0,136637,136637
"OH",39,4,"1995",0,53197,0,84682,0,137879,137879
"OH",39,4,"1996",0,48081,0,85822,0,133903,133903
"OH",39,4,"1997",0,49302,0,81013,0,130315,130315
"OH",39,4,"1998",0,48691,0,83077,0,131768,131768
"OH",39,4,"1999",0,50465,0,85573,0,136038,136038
"OH",39,4,"2000",0,51520,4,88563,4,140083,140087
"OH",39,4,"2001",1,55801,49,91648,50,147449,147499
"OH",39,4,"2002",2,60557,49,96933,51,157490,157541
"OH",39,4,"2003",0,64842,89,97148,89,161990,162079
"OH",39,4,"2004",1,68491,67,96286,68,164777,164845
"OH",39,4,"2005",0,69464,47,95812,47,165276,165323
"OH",39,4,"2006",1,69619,40,95047,41,164666,164707
"OH",39,4,"2007",0,70509,46,96190,46,166699,166745
"OH",39,4,"2008",1,74667,73,101451,74,176118,176192
"OH",39,4,"2009",0,92596,3,111646,3,204242,204245
"OH",39,4,"2010",0,96568,1,117254,1,213822,213823
"OH",39,4,"2011",0,87419,1,118525,1,205944,205945
"OH",39,4,"2012",0,73548,0,118967,0,192515,192515
"OH",39,4,"2013",0,67007,0,120576,0,187583,187583
"OH",39,4,"2014",0,60493,0,118094,0,178587,178587
"OK",40,4,"1980",0,15301,0,24458,0,39759,39759
"OK",40,4,"1984",0,14417,0,34489,0,48906,48906
"OK",40,4,"1985",0,13454,0,22700,0,36154,36154
"OK",40,4,"1986",0,14550,0,34551,0,49101,49101
"OK",40,4,"1987",0,15077,0,34205,0,49282,49282
"OK",40,4,"1988",0,15896,0,35113,0,51009,51009
"OK",40,4,"1989",0,16703,0,38398,0,55101,55101
"OK",40,4,"1990",0,21677,0,36863,0,58540,58540
"OK",40,4,"1991",0,35635,0,29711,0,65346,65346
"OK",40,4,"1992",0,29180,0,44743,0,73923,73923
"OK",40,4,"1993",0,22675,0,40635,0,63310,63310
"OK",40,4,"1994",0,23320,0,40301,0,63621,63621
"OK",40,4,"1995",0,24189,0,42243,0,66432,66432
"OK",40,4,"1996",0,21751,0,36588,0,58339,58339
"OK",40,4,"1997",0,22074,0,35866,0,57940,57940
"OK",40,4,"1998",0,22366,0,33907,0,56273,56273
"OK",40,4,"1999",0,22046,0,32758,0,54804,54804
"OK",40,4,"2000",0,22123,0,32794,0,54917,54917
"OK",40,4,"2001",0,24214,0,33293,0,57507,57507
"OK",40,4,"2002",0,26292,0,34297,0,60589,60589
"OK",40,4,"2003",0,28941,0,35886,0,64827,64827
"OK",40,4,"2004",0,29144,0,34816,0,63960,63960
"OK",40,4,"2005",0,28358,0,35286,0,63644,63644
"OK",40,4,"2006",0,28072,0,37964,0,66036,66036
"OK",40,4,"2007",0,28388,0,39910,0,68298,68298
"OK",40,4,"2008",0,28489,0,40721,0,69210,69210
"OK",40,4,"2009",0,32439,0,43673,0,76112,76112
"OK",40,4,"2010",0,33376,0,47087,0,80463,80463
"OK",40,4,"2011",0,32329,0,46627,0,78956,78956
"OK",40,4,"2012",0,30069,0,46125,0,76194,76194
"OK",40,4,"2013",0,27862,0,43302,0,71164,71164
"OK",40,4,"2014",0,26477,0,41625,0,68102,68102
"OR",41,4,"1980",0,27793,0,33808,0,61601,61601
"OR",41,4,"1984",0,25883,0,38755,0,64638,64638
"OR",41,4,"1985",0,23675,0,26185,0,49860,49860
"OR",41,4,"1986",0,23690,0,40605,0,64295,64295
"OR",41,4,"1987",0,23292,0,43550,0,66842,66842
"OR",41,4,"1988",0,25256,0,42919,0,68175,68175
"OR",41,4,"1989",0,26025,0,48511,0,74536,74536
"OR",41,4,"1990",0,27561,0,49266,0,76827,76827
"OR",41,4,"1991",0,27555,0,51727,0,79282,79282
"OR",41,4,"1992",0,29907,0,50141,0,80048,80048
"OR",41,4,"1993",0,29484,0,50755,0,80239,80239
"OR",41,4,"1994",0,27752,0,50624,0,78376,78376
"OR",41,4,"1995",0,23817,0,56744,0,80561,80561
"OR",41,4,"1996",0,25477,0,51539,0,77016,77016
"OR",41,4,"1997",0,25725,0,53012,0,78737,78737
"OR",41,4,"1998",0,26532,0,51196,0,77728,77728
"OR",41,4,"1999",0,27824,0,51388,0,79212,79212
"OR",41,4,"2000",0,27154,0,56434,0,83588,83588
"OR",41,4,"2001",0,30049,0,56441,0,86490,86490
"OR",41,4,"2002",0,32746,0,60561,0,93307,93307
"OR",41,4,"2003",0,32863,0,51352,0,84215,84215
"OR",41,4,"2004",0,33221,0,49639,0,82860,82860
"OR",41,4,"2005",0,31246,0,49267,0,80513,80513
"OR",41,4,"2006",0,30772,0,45966,0,76738,76738
"OR",41,4,"2007",0,31589,0,49087,0,80676,80676
"OR",41,4,"2008",0,38470,0,54370,0,92840,92840
"OR",41,4,"2009",0,48256,0,58985,0,107241,107241
"OR",41,4,"2010",0,50085,0,58798,0,108883,108883
"OR",41,4,"2011",0,50730,0,62083,0,112813,112813
"OR",41,4,"2012",0,48339,0,60739,0,109078,109078
